crime_id,date,district,crime_type,latitude,longitude,location,suspect_id,victim_id,police_station,status,arrested,repeat_offender,population_density,unemployment_rate,risk_zone,risk_score
CR-002644,2023-08-10,Haveri,Assault,14.789111,75.384433,Haveri Zone 4,SUS-00745,VIC-00350,Haveri Special Task Force,Closed,0,0,287.61,6.1,Low Risk,0.2311
CR-002645,2023-06-05,Yadgir,Theft,16.785242,77.241463,Yadgir Zone 2,SUS-00562,VIC-01171,Yadgir Cyber Crime Cell,Closed,0,0,253.09,7.7,Low Risk,0.3494
CR-002646,2024-12-10,Bagalkot,Theft,16.185945,75.73862,Bagalkot Zone 2,SUS-00098,VIC-01066,Bagalkot Traffic PS,Active,0,1,308.87,5.67,Medium Risk,0.6108
CR-002647,2023-02-01,Yadgir,Kidnapping,16.79649,77.105989,Yadgir Zone 1,SUS-00095,VIC-01159,Yadgir Cyber Crime Cell,Closed,0,0,230.93,6.8,Low Risk,0.3475
CR-002648,2024-09-09,Shivamogga,Cybercrime,13.936272,75.398587,Shivamogga Zone 3,SUS-00132,VIC-01194,Shivamogga Women PS,Arrested,1,0,361.29,5.63,Low Risk,0.335
CR-002649,2024-12-18,Bengaluru Rural,Fraud,13.225642,77.618392,Bengaluru Rural Zone 1,SUS-00349,VIC-00081,Bengaluru Rural North PS,Arrested,1,1,544.93,4.79,Medium Risk,0.516
CR-002650,2024-12-14,Hubballi,Domestic Violence,15.39536,75.086011,Hubballi Zone 3,SUS-00755,VIC-00932,Hubballi Women PS,Arrested,1,0,687.72,5.95,Low Risk,0.2801
CR-002651,2025-03-22,Mysuru,Robbery,12.299896,76.39853,Mysuru Zone 2,SUS-00697,VIC-00319,Mysuru Women PS,Closed,0,1,802.41,4.97,Medium Risk,0.5921
CR-002652,2023-09-20,Ramanagara,Fraud,12.732176,77.239842,Ramanagara Zone 5,SUS-00730,VIC-00326,Ramanagara East PS,Active,0,0,395.33,4.73,Low Risk,0.2777
CR-002653,2023-12-25,Mangaluru,Assault,12.954539,74.959414,Mangaluru Zone 3,SUS-00564,VIC-00108,Mangaluru North PS,Closed,0,0,1114.41,5.5,Low Risk,0.2529
CR-002654,2024-12-03,Dharwad,Robbery,15.516239,75.013832,Dharwad Zone 3,SUS-00056,VIC-00152,Dharwad Central PS,Active,0,0,381.03,6.0,Low Risk,0.2527
CR-002655,2023-10-10,Vijayanagara,Burglary,15.332715,76.475355,Vijayanagara Zone 4,SUS-00436,VIC-00435,Vijayanagara Traffic PS,Closed,0,0,291.45,5.7,Low Risk,0.2888
CR-002656,2024-05-08,Chikkamagaluru,Drug Offense,13.326627,75.746077,Chikkamagaluru Zone 5,SUS-00103,VIC-00276,Chikkamagaluru East PS,Active,0,0,245.2,4.59,Low Risk,0.2395
CR-002657,2024-08-04,Udupi,Assault,13.245313,74.7666,Udupi Zone 2,SUS-00276,VIC-00145,Udupi Traffic PS,Arrested,1,0,463.76,4.37,Low Risk,0.3293
CR-002658,2024-08-13,Chikkamagaluru,Robbery,13.283255,75.804527,Chikkamagaluru Zone 2,SUS-00033,VIC-00426,Chikkamagaluru West PS,Arrested,1,1,206.46,4.49,Medium Risk,0.4772
CR-002659,2024-01-07,Raichur,Assault,16.170349,77.416063,Raichur Zone 2,SUS-00091,VIC-00374,Raichur Women PS,Arrested,1,0,273.37,6.66,Low Risk,0.2654
CR-002660,2023-03-12,Tumakuru,Cybercrime,13.444143,77.067219,Tumakuru Zone 3,SUS-00628,VIC-01146,Tumakuru Women PS,Active,0,0,270.42,4.93,Low Risk,0.2156
CR-002661,2025-01-26,Haveri,Burglary,14.789596,75.443339,Haveri Zone 2,SUS-00709,VIC-00189,Haveri Rural PS,Closed,0,0,286.35,5.71,Low Risk,0.2874
CR-002662,2024-04-16,Kodagu,Fraud,12.434147,75.738339,Kodagu Zone 1,SUS-00063,VIC-00136,Kodagu West PS,Active,0,0,193.9,4.15,Low Risk,0.2129
CR-002663,2024-12-04,Shivamogga,Drug Offense,13.929514,75.532593,Shivamogga Zone 4,SUS-00547,VIC-00305,Shivamogga West PS,Active,0,0,336.62,5.63,Low Risk,0.2696
CR-002664,2024-07-08,Haveri,Burglary,14.815579,75.408426,Haveri Zone 5,SUS-00101,VIC-00063,Haveri Cyber Crime Cell,Closed,0,0,291.07,5.98,Low Risk,0.2887
CR-002665,2024-10-07,Belagavi,Theft,15.81544,74.42849,Belagavi Zone 4,SUS-00219,VIC-01059,Belagavi South PS,Arrested,1,0,732.21,6.3,Low Risk,0.361
CR-002666,2024-01-26,Kalaburagi,Burglary,17.2938,76.880937,Kalaburagi Zone 1,SUS-00497,VIC-00361,Kalaburagi Women PS,Closed,0,1,443.21,6.8,Medium Risk,0.5812
CR-002667,2024-05-28,Koppal,Theft,15.476078,76.149163,Koppal Zone 2,SUS-00682,VIC-01019,Koppal North PS,Arrested,1,0,260.4,7.34,Low Risk,0.3401
CR-002668,2024-08-30,Mangaluru,Theft,12.862027,74.940477,Mangaluru Zone 3,SUS-00264,VIC-00285,Mangaluru Central PS,Active,0,0,1144.19,5.54,Low Risk,0.2804
CR-002669,2025-01-03,Raichur,Drug Offense,16.222138,77.408582,Raichur Zone 1,SUS-00581,VIC-00946,Raichur West PS,Closed,0,0,262.79,6.77,Medium Risk,0.4172
CR-002670,2024-08-04,Bengaluru Rural,Assault,13.198665,77.70688,Bengaluru Rural Zone 2,SUS-00137,VIC-00437,Bengaluru Rural Women PS,Closed,0,0,577.6,5.43,Low Risk,0.3316
CR-002671,2023-12-15,Mandya,Robbery,12.554013,76.949635,Mandya Zone 2,SUS-00041,VIC-01193,Mandya Central PS,Arrested,1,0,331.53,5.06,Low Risk,0.3464
CR-002672,2024-08-20,Chikkamagaluru,Assault,13.408424,75.778316,Chikkamagaluru Zone 3,SUS-00661,VIC-00190,Chikkamagaluru Special Task Force,Closed,0,0,218.79,5.02,Low Risk,0.1765
CR-002673,2023-06-15,Raichur,Burglary,16.257396,77.327934,Raichur Zone 5,SUS-00141,VIC-00791,Raichur South PS,Closed,0,0,310.9,6.84,Low Risk,0.3099
CR-002674,2025-03-06,Yadgir,Theft,16.733641,76.962888,Yadgir Zone 2,SUS-00624,VIC-00479,Yadgir Central PS,Closed,0,0,210.26,7.59,Low Risk,0.3567
CR-002675,2023-01-31,Hassan,Theft,12.992025,75.936326,Hassan Zone 3,SUS-00586,VIC-00518,Hassan Women PS,Active,0,0,304.51,5.23,Low Risk,0.303
CR-002676,2023-10-14,Chikkamagaluru,Drug Offense,13.182342,75.733839,Chikkamagaluru Zone 1,SUS-00794,VIC-01082,Chikkamagaluru East PS,Arrested,1,0,243.21,5.06,Low Risk,0.2572
CR-002677,2025-03-19,Yadgir,Burglary,16.906229,77.23095,Yadgir Zone 1,SUS-00359,VIC-00616,Yadgir Cyber Crime Cell,Closed,0,0,242.78,7.16,Low Risk,0.3947
CR-002678,2023-04-25,Vijayanagara,Cybercrime,15.226212,76.363909,Vijayanagara Zone 3,SUS-00410,VIC-00447,Vijayanagara Rural PS,Closed,0,0,286.61,6.46,Medium Risk,0.4119
CR-002679,2023-12-16,Dharwad,Murder,15.512562,75.070642,Dharwad Zone 2,SUS-00606,VIC-00255,Dharwad West PS,Arrested,1,0,469.67,5.3,Low Risk,0.3139
CR-002680,2023-04-08,Yadgir,Assault,16.741445,77.124138,Yadgir Zone 5,SUS-00039,VIC-00458,Yadgir South PS,Arrested,1,0,261.43,7.24,Medium Risk,0.4025
CR-002681,2023-11-04,Chamarajanagar,Domestic Violence,11.878756,76.847591,Chamarajanagar Zone 5,SUS-00303,VIC-00860,Chamarajanagar Special Task Force,Arrested,1,0,199.31,5.08,Low Risk,0.2389
CR-002682,2023-06-28,Chikkaballapur,Burglary,13.37316,77.714689,Chikkaballapur Zone 4,SUS-00736,VIC-00418,Chikkaballapur Traffic PS,Closed,0,0,375.69,5.11,Low Risk,0.2505
CR-002683,2024-07-24,Bengaluru Rural,Assault,13.196183,77.582631,Bengaluru Rural Zone 3,SUS-00479,VIC-01168,Bengaluru Rural Women PS,Closed,0,0,444.59,5.19,Low Risk,0.3319
CR-002684,2025-03-18,Ballari,Cybercrime,15.238202,76.79652,Ballari Zone 1,SUS-00020,VIC-00987,Ballari West PS,Active,0,0,429.34,6.29,Low Risk,0.2566
CR-002685,2024-02-08,Koppal,Assault,15.252705,76.155399,Koppal Zone 1,SUS-00170,VIC-00354,Koppal South PS,Arrested,1,0,254.07,6.59,Low Risk,0.3956
CR-002686,2023-10-02,Gadag,Drug Offense,15.43002,75.716713,Gadag Zone 5,SUS-00318,VIC-00858,Gadag West PS,Arrested,1,0,263.34,6.18,Low Risk,0.2734
CR-002687,2024-01-16,Tumakuru,Assault,13.526988,77.263045,Tumakuru Zone 4,SUS-00133,VIC-00888,Tumakuru West PS,Active,0,0,344.81,4.95,Low Risk,0.3455
CR-002688,2025-05-09,Kodagu,Robbery,12.38753,75.710417,Kodagu Zone 4,SUS-00413,VIC-00936,Kodagu Special Task Force,Active,0,0,157.27,4.32,Low Risk,0.3059
CR-002689,2023-12-04,Vijayapura,Burglary,17.007666,75.800202,Vijayapura Zone 4,SUS-00230,VIC-00585,Vijayapura Women PS,Arrested,1,0,367.04,6.26,Low Risk,0.2894
CR-002690,2025-02-08,Hassan,Cybercrime,12.858398,76.17051,Hassan Zone 3,SUS-00548,VIC-00080,Hassan Central PS,Active,0,1,319.46,4.93,Medium Risk,0.442
CR-002691,2023-03-26,Chikkamagaluru,Assault,13.31219,75.64171,Chikkamagaluru Zone 3,SUS-00553,VIC-00026,Chikkamagaluru Cyber Crime Cell,Active,0,1,235.39,4.48,Medium Risk,0.5824
CR-002692,2023-05-28,Davangere,Theft,14.512613,75.938596,Davangere Zone 1,SUS-00142,VIC-00186,Davangere Women PS,Arrested,1,0,306.75,5.86,Low Risk,0.3451
CR-002693,2024-05-12,Koppal,Drug Offense,15.361311,76.089166,Koppal Zone 4,SUS-00779,VIC-00304,Koppal Women PS,Active,0,0,209.18,6.99,Low Risk,0.3732
CR-002694,2024-05-01,Ramanagara,Cybercrime,12.669775,77.191819,Ramanagara Zone 5,SUS-00728,VIC-01077,Ramanagara West PS,Closed,0,0,415.26,5.27,Low Risk,0.2564
CR-002695,2023-12-29,Mangaluru,Theft,12.997903,74.789428,Mangaluru Zone 3,SUS-00081,VIC-01043,Mangaluru Rural PS,Arrested,1,0,1042.91,5.22,Low Risk,0.3216
CR-002696,2024-09-10,Hassan,Drug Offense,12.994833,76.16272,Hassan Zone 2,SUS-00022,VIC-00338,Hassan Central PS,Closed,0,0,247.78,5.16,Low Risk,0.3001
CR-002697,2023-07-10,Mangaluru,Theft,12.838107,74.824757,Mangaluru Zone 1,SUS-00575,VIC-00865,Mangaluru Women PS,Closed,0,0,1042.49,5.83,Low Risk,0.3539
CR-002698,2024-04-27,Dharwad,Theft,15.528041,75.164941,Dharwad Zone 3,SUS-00446,VIC-00825,Dharwad North PS,Closed,0,0,369.81,5.48,Low Risk,0.2347
CR-002699,2023-03-06,Ballari,Cybercrime,15.054482,76.953302,Ballari Zone 3,SUS-00448,VIC-00891,Ballari Cyber Crime Cell,Active,0,1,415.77,6.55,High Risk,0.6811
CR-002700,2024-10-07,Vijayapura,Cybercrime,16.765617,75.714095,Vijayapura Zone 3,SUS-00543,VIC-00484,Vijayapura South PS,Closed,0,0,303.69,6.11,Low Risk,0.2547
CR-002701,2025-03-27,Ballari,Theft,15.218914,76.995572,Ballari Zone 4,SUS-00096,VIC-00270,Ballari West PS,Arrested,1,0,344.71,6.49,Low Risk,0.2649
CR-002702,2023-09-20,Belagavi,Theft,15.810337,74.433622,Belagavi Zone 4,SUS-00784,VIC-00633,Belagavi Cyber Crime Cell,Active,0,0,688.39,5.82,Low Risk,0.2671
CR-002703,2024-12-17,Davangere,Fraud,14.520705,75.900093,Davangere Zone 2,SUS-00640,VIC-00702,Davangere Women PS,Closed,0,0,350.87,5.42,Low Risk,0.281
CR-002704,2024-02-10,Chikkamagaluru,Theft,13.321513,75.662109,Chikkamagaluru Zone 5,SUS-00043,VIC-00760,Chikkamagaluru Traffic PS,Active,0,0,230.33,4.99,Low Risk,0.2642
CR-002705,2023-07-02,Chitradurga,Theft,14.266687,76.453998,Chitradurga Zone 5,SUS-00767,VIC-00272,Chitradurga Special Task Force,Arrested,1,0,222.18,6.2,Low Risk,0.398
CR-002706,2024-08-29,Udupi,Burglary,13.270405,74.852466,Udupi Zone 4,SUS-00377,VIC-00606,Udupi Rural PS,Arrested,1,0,459.98,4.81,Low Risk,0.3749
CR-002707,2024-07-21,Hubballi,Robbery,15.336945,75.068413,Hubballi Zone 2,SUS-00395,VIC-00473,Hubballi South PS,Arrested,1,0,799.09,5.64,Medium Risk,0.4184
CR-002708,2024-03-26,Kodagu,Fraud,12.53692,75.624638,Kodagu Zone 1,SUS-00670,VIC-00976,Kodagu Rural PS,Arrested,1,0,192.49,4.29,Low Risk,0.3271
CR-002709,2025-03-17,Chamarajanagar,Cybercrime,11.880109,77.094841,Chamarajanagar Zone 2,SUS-00467,VIC-00602,Chamarajanagar Rural PS,Arrested,1,0,179.04,5.12,Low Risk,0.2663
CR-002710,2023-06-29,Chikkaballapur,Drug Offense,13.429621,77.855442,Chikkaballapur Zone 1,SUS-00073,VIC-00697,Chikkaballapur Central PS,Closed,0,0,331.14,5.76,Low Risk,0.3757
CR-002711,2024-05-06,Koppal,Domestic Violence,15.267253,76.173142,Koppal Zone 3,SUS-00347,VIC-00127,Koppal West PS,Arrested,1,0,198.34,6.78,Low Risk,0.3806
CR-002712,2025-02-16,Vijayapura,Fraud,16.781654,75.901949,Vijayapura Zone 5,SUS-00332,VIC-00156,Vijayapura Rural PS,Arrested,1,0,354.5,6.3,Low Risk,0.3996
CR-002713,2025-05-16,Uttara Kannada,Cybercrime,14.734812,74.664325,Uttara Kannada Zone 5,SUS-00204,VIC-00097,Uttara Kannada South PS,Closed,0,0,178.88,4.73,Low Risk,0.3584
CR-002714,2024-05-23,Koppal,Cybercrime,15.314188,76.31526,Koppal Zone 1,SUS-00785,VIC-00655,Koppal North PS,Active,0,0,200.13,6.96,Low Risk,0.3728
CR-002715,2023-10-02,Davangere,Theft,14.509798,75.982199,Davangere Zone 5,SUS-00337,VIC-01057,Davangere Special Task Force,Arrested,1,0,330.09,6.2,Low Risk,0.2923
CR-002716,2023-05-02,Dharwad,Cybercrime,15.395843,74.868505,Dharwad Zone 4,SUS-00097,VIC-00510,Dharwad Central PS,Closed,0,0,406.35,5.36,Low Risk,0.3546
CR-002717,2024-11-21,Mangaluru,Assault,12.81996,74.821504,Mangaluru Zone 1,SUS-00096,VIC-00867,Mangaluru Central PS,Closed,0,0,1146.03,5.26,Medium Risk,0.4197
CR-002718,2024-04-11,Kalaburagi,Cybercrime,17.518759,76.915306,Kalaburagi Zone 1,SUS-00031,VIC-01075,Kalaburagi Rural PS,Active,0,0,429.41,5.78,Medium Risk,0.4089
CR-002719,2023-04-10,Udupi,Assault,13.399907,74.744131,Udupi Zone 3,SUS-00321,VIC-01046,Udupi North PS,Arrested,1,1,473.41,4.53,Medium Risk,0.4575
CR-002720,2024-07-14,Raichur,Domestic Violence,16.194868,77.200895,Raichur Zone 1,SUS-00302,VIC-00610,Raichur Traffic PS,Arrested,1,0,247.05,6.29,Low Risk,0.3584
CR-002721,2024-02-17,Bengaluru Rural,Theft,13.168572,77.551048,Bengaluru Rural Zone 2,SUS-00632,VIC-00881,Bengaluru Rural East PS,Closed,0,0,447.15,5.33,Low Risk,0.2257
CR-002722,2023-04-09,Mangaluru,Cybercrime,13.070833,74.798962,Mangaluru Zone 1,SUS-00031,VIC-01075,Mangaluru South PS,Closed,0,0,1182.54,4.79,Low Risk,0.2556
CR-002723,2023-05-15,Bagalkot,Robbery,16.133143,75.596799,Bagalkot Zone 2,SUS-00556,VIC-00450,Bagalkot Rural PS,Closed,0,1,276.55,5.89,Medium Risk,0.538
CR-002724,2024-08-20,Kalaburagi,Robbery,17.478456,76.906565,Kalaburagi Zone 5,SUS-00046,VIC-01105,Kalaburagi Women PS,Closed,0,1,363.38,6.15,Medium Risk,0.6264
CR-002725,2024-02-09,Gadag,Drug Offense,15.415169,75.595471,Gadag Zone 1,SUS-00781,VIC-00162,Gadag East PS,Closed,0,1,261.94,6.38,Medium Risk,0.5904
CR-002726,2025-03-31,Raichur,Robbery,16.073951,77.33671,Raichur Zone 5,SUS-00026,VIC-00890,Raichur South PS,Arrested,1,0,275.63,6.17,Low Risk,0.2813
CR-002727,2023-01-21,Chitradurga,Domestic Violence,14.360949,76.305864,Chitradurga Zone 2,SUS-00032,VIC-00362,Chitradurga Traffic PS,Closed,0,0,222.04,6.04,Low Risk,0.2201
CR-002728,2024-01-18,Kalaburagi,Robbery,17.438434,76.887756,Kalaburagi Zone 1,SUS-00019,VIC-01197,Kalaburagi West PS,Active,0,0,390.53,6.35,Low Risk,0.3462
CR-002729,2024-01-21,Vijayapura,Theft,16.762447,75.708112,Vijayapura Zone 4,SUS-00306,VIC-00485,Vijayapura East PS,Closed,0,0,300.81,6.14,Low Risk,0.351
CR-002730,2024-08-29,Kalaburagi,Assault,17.434139,76.856187,Kalaburagi Zone 4,SUS-00757,VIC-00759,Kalaburagi Special Task Force,Closed,0,0,394.62,6.34,Low Risk,0.3366
CR-002731,2023-10-27,Mandya,Theft,12.350224,76.839596,Mandya Zone 1,SUS-00644,VIC-00974,Mandya West PS,Closed,0,0,363.73,4.91,Low Risk,0.2854
CR-002732,2024-06-20,Raichur,Assault,16.083988,77.456279,Raichur Zone 1,SUS-00343,VIC-00822,Raichur Women PS,Arrested,1,1,289.94,6.79,Medium Risk,0.508
CR-002733,2024-05-09,Belagavi,Cybercrime,15.946465,74.653136,Belagavi Zone 2,SUS-00185,VIC-00319,Belagavi Central PS,Arrested,1,0,679.32,5.59,Medium Risk,0.4178
CR-002734,2023-12-25,Vijayapura,Burglary,17.006407,75.666518,Vijayapura Zone 3,SUS-00244,VIC-00030,Vijayapura Cyber Crime Cell,Arrested,1,1,341.51,6.22,Medium Risk,0.5364
CR-002735,2023-04-14,Ballari,Assault,15.158785,76.973672,Ballari Zone 3,SUS-00783,VIC-00114,Ballari Special Task Force,Arrested,1,0,347.88,6.02,Low Risk,0.2429
CR-002736,2023-02-05,Gadag,Theft,15.518778,75.633192,Gadag Zone 2,SUS-00496,VIC-00987,Gadag Central PS,Active,0,0,253.43,6.14,Low Risk,0.2707
CR-002737,2024-06-01,Belagavi,Drug Offense,15.902958,74.400973,Belagavi Zone 5,SUS-00781,VIC-01131,Belagavi Cyber Crime Cell,Closed,0,1,624.77,6.01,High Risk,0.6753
CR-002738,2024-04-14,Kalaburagi,Theft,17.392184,76.607571,Kalaburagi Zone 3,SUS-00289,VIC-00824,Kalaburagi North PS,Arrested,1,0,457.79,6.17,Low Risk,0.3932
CR-002739,2025-04-23,Mandya,Fraud,12.424253,76.972864,Mandya Zone 2,SUS-00420,VIC-00419,Mandya East PS,Closed,0,0,434.72,5.26,Low Risk,0.3051
CR-002740,2025-01-24,Vijayapura,Theft,16.86363,75.844164,Vijayapura Zone 4,SUS-00401,VIC-01153,Vijayapura Traffic PS,Closed,0,0,302.47,6.7,Low Risk,0.3011
CR-002741,2024-07-03,Chikkamagaluru,Burglary,13.46086,75.745705,Chikkamagaluru Zone 4,SUS-00341,VIC-00480,Chikkamagaluru Traffic PS,Active,0,0,243.69,4.89,Low Risk,0.3108
CR-002742,2023-10-14,Koppal,Burglary,15.314195,76.184639,Koppal Zone 3,SUS-00062,VIC-00931,Koppal Cyber Crime Cell,Closed,0,0,204.29,7.15,Low Risk,0.3282
CR-002743,2025-03-06,Chikkaballapur,Assault,13.313316,77.741475,Chikkaballapur Zone 1,SUS-00716,VIC-01099,Chikkaballapur North PS,Closed,0,1,391.97,4.93,Medium Risk,0.6294
CR-002744,2025-02-09,Belagavi,Cybercrime,15.945422,74.621158,Belagavi Zone 4,SUS-00695,VIC-00625,Belagavi South PS,Closed,0,0,607.19,6.04,Low Risk,0.3071
CR-002745,2023-07-23,Gadag,Fraud,15.494249,75.648986,Gadag Zone 3,SUS-00496,VIC-00847,Gadag East PS,Closed,0,0,239.72,6.31,Low Risk,0.386
CR-002746,2023-01-27,Uttara Kannada,Drug Offense,14.762586,74.66017,Uttara Kannada Zone 5,SUS-00619,VIC-00586,Uttara Kannada East PS,Arrested,1,1,196.73,4.71,Medium Risk,0.4343
CR-002747,2024-12-25,Uttara Kannada,Cybercrime,14.746048,74.601781,Uttara Kannada Zone 5,SUS-00107,VIC-00934,Uttara Kannada Traffic PS,Arrested,1,0,210.47,5.06,Low Risk,0.2339
CR-002748,2025-03-15,Kolar,Cybercrime,13.247688,78.152128,Kolar Zone 5,SUS-00763,VIC-00427,Kolar South PS,Arrested,1,0,469.54,4.97,Low Risk,0.3486
CR-002749,2023-06-02,Hassan,Assault,12.91933,76.100531,Hassan Zone 1,SUS-00313,VIC-00244,Hassan Cyber Crime Cell,Arrested,1,0,284.21,4.61,Low Risk,0.1909
CR-002750,2024-05-27,Tumakuru,Burglary,13.433094,77.012049,Tumakuru Zone 5,SUS-00739,VIC-00705,Tumakuru Traffic PS,Arrested,1,0,294.23,5.61,Low Risk,0.3571
CR-002751,2023-02-14,Shivamogga,Fraud,13.844231,75.550389,Shivamogga Zone 4,SUS-00722,VIC-01031,Shivamogga Cyber Crime Cell,Closed,0,1,289.2,5.11,Medium Risk,0.4594
CR-002752,2023-07-23,Uttara Kannada,Theft,14.931457,74.615561,Uttara Kannada Zone 1,SUS-00589,VIC-00900,Uttara Kannada Traffic PS,Closed,0,1,203.76,4.77,Medium Risk,0.5423
CR-002753,2023-12-21,Chitradurga,Theft,14.21266,76.286933,Chitradurga Zone 3,SUS-00101,VIC-01056,Chitradurga West PS,Active,0,0,258.47,5.4,Low Risk,0.2969
CR-002754,2024-06-02,Yadgir,Theft,16.799596,77.14145,Yadgir Zone 2,SUS-00732,VIC-00685,Yadgir Women PS,Closed,0,0,249.1,6.95,Low Risk,0.3301
CR-002755,2024-09-29,Gadag,Cybercrime,15.458233,75.592019,Gadag Zone 5,SUS-00525,VIC-00075,Gadag Central PS,Closed,0,0,232.23,5.95,Low Risk,0.295
CR-002756,2023-12-10,Udupi,Theft,13.235809,74.754238,Udupi Zone 1,SUS-00544,VIC-00089,Udupi Special Task Force,Arrested,1,0,515.8,4.93,Low Risk,0.3834
CR-002757,2023-03-04,Shivamogga,Assault,13.833668,75.557113,Shivamogga Zone 3,SUS-00126,VIC-00180,Shivamogga Rural PS,Closed,0,0,350.71,5.82,Low Risk,0.3482
CR-002758,2023-11-09,Uttara Kannada,Murder,14.790777,74.637714,Uttara Kannada Zone 3,SUS-00607,VIC-01131,Uttara Kannada Special Task Force,Closed,0,0,207.21,5.24,Low Risk,0.3777
CR-002759,2025-03-19,Mandya,Drug Offense,12.647021,76.8691,Mandya Zone 3,SUS-00232,VIC-00600,Mandya Cyber Crime Cell,Closed,0,0,432.97,5.14,Low Risk,0.1985
CR-002760,2023-02-26,Chitradurga,Cybercrime,14.266906,76.402528,Chitradurga Zone 3,SUS-00180,VIC-00337,Chitradurga Special Task Force,Active,0,0,239.27,5.95,Low Risk,0.3102
CR-002761,2025-04-10,Davangere,Domestic Violence,14.450511,75.982471,Davangere Zone 2,SUS-00135,VIC-00786,Davangere Rural PS,Closed,0,0,370.9,5.61,Low Risk,0.2984
CR-002762,2024-01-07,Hassan,Burglary,12.943778,76.138782,Hassan Zone 4,SUS-00166,VIC-00675,Hassan Traffic PS,Arrested,1,0,277.66,4.58,Low Risk,0.1928
CR-002763,2023-05-25,Chitradurga,Theft,14.192572,76.325629,Chitradurga Zone 5,SUS-00018,VIC-00734,Chitradurga Cyber Crime Cell,Closed,0,0,250.37,5.8,Low Risk,0.3448
CR-002764,2024-06-17,Kodagu,Theft,12.467184,75.656734,Kodagu Zone 2,SUS-00294,VIC-00120,Kodagu Central PS,Closed,0,0,177.42,4.37,Low Risk,0.321
CR-002765,2023-12-25,Ramanagara,Assault,12.761602,77.227372,Ramanagara Zone 3,SUS-00213,VIC-00917,Ramanagara Traffic PS,Closed,0,0,402.52,5.34,Low Risk,0.3378
CR-002766,2024-06-06,Koppal,Theft,15.370089,76.2046,Koppal Zone 2,SUS-00281,VIC-00101,Koppal Women PS,Closed,0,0,248.11,7.09,Medium Risk,0.4149
CR-002767,2023-11-25,Mangaluru,Assault,12.875689,74.836329,Mangaluru Zone 5,SUS-00219,VIC-00363,Mangaluru North PS,Arrested,1,0,1006.6,4.97,Low Risk,0.257
CR-002768,2023-08-07,Belagavi,Cybercrime,15.968482,74.573016,Belagavi Zone 2,SUS-00328,VIC-01082,Belagavi North PS,Active,0,0,617.61,5.52,Low Risk,0.26
CR-002769,2024-05-09,Haveri,Cybercrime,14.799031,75.402952,Haveri Zone 2,SUS-00486,VIC-00113,Haveri Cyber Crime Cell,Arrested,1,0,296.29,5.87,Low Risk,0.26
CR-002770,2023-07-30,Kalaburagi,Theft,17.394675,76.847785,Kalaburagi Zone 3,SUS-00383,VIC-00264,Kalaburagi Traffic PS,Active,0,0,398.25,6.02,Low Risk,0.2346
CR-002771,2023-06-14,Hubballi,Assault,15.40399,75.142167,Hubballi Zone 4,SUS-00417,VIC-00703,Hubballi Women PS,Closed,0,0,883.45,5.05,Low Risk,0.3579
CR-002772,2025-03-28,Haveri,Fraud,14.850618,75.472725,Haveri Zone 4,SUS-00103,VIC-00788,Haveri Rural PS,Arrested,1,0,282.4,6.06,Low Risk,0.3056
CR-002773,2024-10-09,Haveri,Domestic Violence,14.778694,75.382919,Haveri Zone 5,SUS-00720,VIC-00083,Haveri South PS,Closed,0,1,232.39,6.08,Medium Risk,0.6203
CR-002774,2023-08-15,Hassan,Assault,13.091334,76.095338,Hassan Zone 2,SUS-00274,VIC-00823,Hassan South PS,Arrested,1,0,305.8,4.89,Low Risk,0.367
CR-002775,2023-12-26,Raichur,Murder,16.247471,77.533333,Raichur Zone 5,SUS-00390,VIC-00700,Raichur Central PS,Arrested,1,0,296.64,6.6,Medium Risk,0.4117
CR-002776,2024-07-18,Bengaluru Rural,Theft,13.167939,77.575502,Bengaluru Rural Zone 4,SUS-00611,VIC-00584,Bengaluru Rural Women PS,Closed,0,0,445.66,4.74,Low Risk,0.22
CR-002777,2025-02-05,Mangaluru,Fraud,12.867912,74.849066,Mangaluru Zone 4,SUS-00343,VIC-00681,Mangaluru Traffic PS,Active,0,1,1146.21,5.76,Medium Risk,0.5294
CR-002778,2024-09-20,Tumakuru,Burglary,13.314136,77.03673,Tumakuru Zone 5,SUS-00733,VIC-01079,Tumakuru Traffic PS,Closed,0,0,323.23,5.19,Low Risk,0.2352
CR-002779,2025-04-05,Bengaluru Rural,Cybercrime,13.236896,77.544065,Bengaluru Rural Zone 1,SUS-00029,VIC-00264,Bengaluru Rural Traffic PS,Active,0,0,457.83,5.29,Low Risk,0.336
CR-002780,2023-05-19,Kodagu,Murder,12.49842,75.794092,Kodagu Zone 3,SUS-00311,VIC-00387,Kodagu West PS,Arrested,1,0,155.68,4.06,Low Risk,0.3211
CR-002781,2025-05-15,Koppal,Robbery,15.269766,76.041139,Koppal Zone 1,SUS-00116,VIC-00775,Koppal East PS,Closed,0,0,227.78,6.22,Low Risk,0.3157
CR-002782,2025-05-02,Mysuru,Domestic Violence,12.228166,76.633648,Mysuru Zone 5,SUS-00794,VIC-00325,Mysuru Central PS,Closed,0,0,970.62,4.85,Medium Risk,0.4034
CR-002783,2023-08-12,Dharwad,Cybercrime,15.493301,75.157695,Dharwad Zone 2,SUS-00566,VIC-00634,Dharwad Rural PS,Closed,0,0,394.06,5.41,Low Risk,0.2698
